gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
980560,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980560?gameHash=d56172de0aebcb5c,LEC,2019-1,1/18/2019 13:05,1,1,9.01,100,Blue,Team,Team,Fnatic, ,Irelia,Xin Zhao,Rakan,Corki,Hecarim,30.81666667,0,12,11,26,12,11, , , , ,0,0,1,5.3722,0.389399676,0.356949703,0.746349378,0,12.3891,2,1,2,1,0,0,1,1,0,0,1,15.50766667,0,15.30118333,1,1,4,8,0,28.08405,0,1,62438,2026.111412, , ,82,2.660897783,1,36,1.168199027,29,35,0.5625,0.315789474,54150,1100.449973,51880,-0.026682388,823,188,127,15,32.80692266,15304,16764,-1460,23790,25837,-2047,18459,19689,-1230,334,350,-16,554,562,-8
980560,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980560?gameHash=d56172de0aebcb5c,LEC,2019-1,1/18/2019 13:05,1,1,9.01,200,Red,Team,Team,SK Gaming, ,Cassiopeia,Aatrox,Urgot,Swain,Galio,30.81666667,1,11,12,23,11,12, , , , ,1,1,0,5.3722,0.356949703,0.389399676,0.746349378,1,12.3891,1,2,1,2,0,0,0,1,0,0,0,15.50766667,1,15.30118333,0,0,8,4,1,28.08405,1,0,74701,2424.04543, , ,89,2.888047593,1,36,1.168199027,30,35,0.53125,0.38,57315,1203.154137,53283,0.026682388,848,168,122,8,32.96917253,16764,15304,1460,25837,23790,2047,19689,18459,1230,350,334,16,562,554,8
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,1,Blue,Top,Vizicsacsi,Splyce,Sion,Akali,Irelia,Galio,Xayah,LeBlanc,38.16666667,1,2,0,8,16,6,0,0,0,0,0,0,0,6.991083333,0.052401747,0.052401747,0.576419214,0,9.18415,0,4,0,0,0,0,0,0,0,0,0,,0,16.99006667,0,0,10,4,1,29.06251667,2,0,11921,312.3406114,0.187286924,0.200554442,24,0.628820961,0.164383562,7,0.183406114,13,13, , ,14352,246.4139738,12025,0.057754011,301,0,0,0,7.886462882,3260,2976,284,5278,4754,524,4530,4547,-17,86,73,13,144,125,19
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,2,Blue,Jungle,Xerxe,Splyce,Sejuani,Akali,Irelia,Galio,Xayah,LeBlanc,38.16666667,1,3,2,10,16,6,0,0,0,0,0,1,0,6.991083333,0.07860262,0.026200873,0.576419214,0,9.18415,0,4,0,3,0,0,0,0,0,0,0,,0,16.99006667,0,0,10,4,1,29.06251667,2,0,9281,243.1703057,0.145810749,0.178099544,18,0.471615721,0.123287671,14,0.366812227,16,16, , ,13299,218.8244541,11400,0.011025358,38,146,96,16,4.820960699,3238,3287,-49,4735,4933,-198,3498,3375,123,56,58,-2,75,94,-19
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,3,Blue,Middle,Humanoid,Splyce,Aatrox,Akali,Irelia,Galio,Xayah,LeBlanc,38.16666667,1,5,0,8,16,6,0,0,0,0,1,0,0,6.991083333,0.131004367,0.052401747,0.576419214,0,9.18415,0,4,0,0,0,0,0,0,0,0,0,,0,16.99006667,0,0,10,4,1,29.06251667,2,0,19915,521.790393,0.312878038,0.260135625,25,0.655021834,0.171232877,10,0.262008734,12,13, , ,17146,319.619214,14525,0.082064146,314,28,16,4,8.96069869,3606,3777,-171,5212,5840,-628,4577,4977,-400,83,83,0,120,134,-14
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,4,Blue,ADC,Kobbe,Splyce,Caitlyn,Akali,Irelia,Galio,Xayah,LeBlanc,38.16666667,1,5,1,6,16,6,1,1,0,0,0,0,0,6.991083333,0.131004367,0.026200873,0.576419214,0,9.18415,0,4,0,1,0,0,0,0,0,0,0,,0,16.99006667,0,0,10,4,1,29.06251667,2,0,17642,462.2358079,0.27716768,0.266746279,17,0.445414847,0.116438356,14,0.366812227,5,6, , ,17456,327.7414847,14400,-0.076794658,339,42,33,4,9.982532751,2947,3400,-453,4795,5413,-618,2977,3096,-119,76,73,3,132,130,2
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,5,Blue,Support,Norskeren,Splyce,Morgana,Akali,Irelia,Galio,Xayah,LeBlanc,38.16666667,1,1,3,11,16,6,0,0,0,0,0,0,0,6.991083333,0.026200873,0,0.576419214,0,9.18415,0,4,0,0,0,0,0,0,0,0,0,,0,16.99006667,0,0,10,4,1,29.06251667,2,0,4892,128.1746725,0.076856609,0.094464111,62,1.624454148,0.424657534,18,0.471615721,23,23, , ,9377,116.0646288,9325,0.24024024,27,0,0,0,0.707423581,1920,2138,-218,2765,3157,-392,2147,2787,-640,1,5,-4,5,6,-1
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,6,Red,Top,Expect,Excel Esports,Rumble,Karthus,Cassiopeia,Lucian,Ryze,Lissandra,38.16666667,0,2,4,3,6,16,0,0,0,0,0,0,0,6.991083333,0.052401747,0.052401747,0.576419214,0,9.18415,4,0,0,0,0,0,0,0,0,0,1,,1,16.99006667,1,1,4,10,0,29.06251667,0,2,23221,608.4104803,0.352436748,0.208308178,21,0.550218341,0.162790698,6,0.15720524,8,8, , ,12469,197.0777293,11350,-0.057754011,283,4,1,0,7.519650655,2976,3260,-284,4754,5278,-524,4547,4530,17,73,86,-13,125,144,-19
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,7,Red,Jungle,Caedrel,Excel Esports,Xin Zhao,Karthus,Cassiopeia,Lucian,Ryze,Lissandra,38.16666667,0,1,6,4,6,16,0,0,0,0,0,0,1,6.991083333,0.026200873,0.07860262,0.576419214,1,9.18415,4,0,3,0,1,0,0,2,0,0,1,,1,16.99006667,1,1,4,10,0,29.06251667,0,2,7940,208.0349345,0.120509357,0.178315655,17,0.445414847,0.131782946,11,0.288209607,17,18, , ,11386,168.7021834,11275,-0.011025358,17,181,109,17,5.187772926,3287,3238,49,4933,4735,198,3375,3498,-123,58,56,2,94,75,19
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,8,Red,Middle,Exile,Excel Esports,Urgot,Karthus,Cassiopeia,Lucian,Ryze,Lissandra,38.16666667,0,2,3,1,6,16,0,0,0,0,0,0,0,6.991083333,0.052401747,0.131004367,0.576419214,0,9.18415,4,0,0,0,0,0,0,0,0,0,1,,1,16.99006667,1,1,4,10,0,29.06251667,0,2,13270,347.6855895,0.201405437,0.239823867,17,0.445414847,0.131782946,13,0.340611354,7,9, , ,13607,226.8943231,13380,-0.082064146,292,14,12,1,8.017467249,3777,3606,171,5840,5212,628,4977,4577,400,83,83,0,134,120,14
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,9,Red,ADC,Jeskla,Excel Esports,Kai'Sa,Karthus,Cassiopeia,Lucian,Ryze,Lissandra,38.16666667,0,1,1,4,6,16,0,0,0,0,0,0,0,6.991083333,0.026200873,0.131004367,0.576419214,0,9.18415,4,0,1,0,1,0,0,0,0,0,1,,1,16.99006667,1,1,4,10,0,29.06251667,0,2,17121,448.5851528,0.259853992,0.295876374,12,0.31441048,0.093023256,17,0.445414847,5,6, , ,15631,279.9248908,15550,0.076794658,373,22,18,0,10.34934498,3400,2947,453,5413,4795,618,3096,2977,119,73,76,-3,130,132,-2
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,10,Red,Support,kaSing,Excel Esports,Rakan,Karthus,Cassiopeia,Lucian,Ryze,Lissandra,38.16666667,0,0,2,4,6,16,0,0,0,0,0,0,0,6.991083333,0,0.026200873,0.576419214,0,9.18415,4,0,0,0,0,0,0,0,0,0,1,,1,16.99006667,1,1,4,10,0,29.06251667,0,2,4335,113.580786,0.065794466,0.077675926,62,1.624454148,0.480620155,21,0.550218341,19,21, , ,7752,73.48820961,7325,-0.24024024,26,0,0,0,0.681222707,2138,1920,218,3157,2765,392,2787,2147,640,5,1,4,6,5,1
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,100,Blue,Team,Team,Splyce, ,Akali,Irelia,Galio,Xayah,LeBlanc,38.16666667,1,16,6,43,16,6, , , , ,1,1,0,6.991083333,0.419213974,0.15720524,0.576419214,0,9.18415,0,4,0,4,0,0,0,0,0,0,0,11.83125,0,16.99006667,0,0,10,4,1,29.06251667,2,0,63651,1667.71179, , ,146,3.825327511,1,63,1.650655022,69,71,0.637931034,0.366197183,71630,1228.663755,61675,0.046368877,1019,216,145,24,32.3580786,14971,15578,-607,22785,24097,-1312,17729,18782,-1053,302,292,10,476,489,-13
980572,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980572?gameHash=1c62c682c9b961ea&tab=overview,LEC,2019-1,1/18/2019 14:07,1,1,9.01,200,Red,Team,Team,Excel Esports, ,Karthus,Cassiopeia,Lucian,Ryze,Lissandra,38.16666667,0,6,16,16,6,16, , , , ,0,0,1,6.991083333,0.15720524,0.419213974,0.576419214,1,9.18415,4,0,4,0,2,0,0,2,0,0,1,11.83125,1,16.99006667,1,1,4,10,0,29.06251667,0,2,65887,1726.296943, , ,129,3.379912664,1,68,1.781659389,56,62,0.542168675,0.365079365,60845,946.0873362,58880,-0.046368877,991,221,140,18,31.75545852,15578,14971,607,24097,22785,1312,18782,17729,1053,292,302,-10,489,476,13
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,1,Blue,Top,Cabochard,Vitality,Urgot,Lucian,Aatrox,Irelia,LeBlanc,Kha'zix,31.6,0,3,3,1,8,12,0,0,0,0,0,0,0,4.062066667,0.094936709,0.158227848,0.632911392,0,8.280966667,0,3,0,0,0,0,0,0,0,0,1,,0,15.94656667,1,0,3,7,0,30.63321667,0,1,10943,346.2974684,0.24294563,0.22495897,19,0.601265823,0.180952381,10,0.316455696,9,11, , ,11792,242.043038,12125,0.129527991,234,8,3,0,7.658227848,3117,3838,-721,5182,5936,-754,4165,5094,-929,76,83,-7,129,137,-8
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,2,Blue,Jungle,Mowgli,Vitality,Sejuani,Lucian,Aatrox,Irelia,LeBlanc,Kha'zix,31.6,0,1,1,5,8,12,0,0,0,0,0,0,0,4.062066667,0.03164557,0.158227848,0.632911392,0,8.280966667,0,3,0,2,0,0,0,0,0,0,1,,0,15.94656667,1,0,3,7,0,30.63321667,0,1,5224,165.3164557,0.115978065,0.145076148,16,0.506329114,0.152380952,13,0.411392405,12,14, , ,9076,156.0936709,8700,-0.129032258,23,132,104,11,4.905063291,3375,3756,-381,4867,5385,-518,4104,4004,100,60,68,-8,87,93,-6
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,3,Blue,Middle,Jiizuke,Vitality,Yasuo,Lucian,Aatrox,Irelia,LeBlanc,Kha'zix,31.6,0,2,4,2,8,12,0,0,0,0,0,0,0,4.062066667,0.063291139,0,0.632911392,0,8.280966667,0,3,0,0,0,0,0,0,0,0,1,,0,15.94656667,1,0,3,7,0,30.63321667,0,1,9006,285,0.199942277,0.208694169,16,0.506329114,0.152380952,5,0.158227848,6,6, , ,11239,224.543038,11350,0.033594625,246,14,10,0,8.227848101,3487,3198,289,5549,5146,403,4977,4568,409,91,88,3,141,146,-5
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,4,Blue,ADC,Attila,Vitality,Viktor,Lucian,Aatrox,Irelia,LeBlanc,Kha'zix,31.6,0,2,1,4,8,12,0,0,0,0,0,0,0,4.062066667,0.063291139,0.03164557,0.632911392,0,8.280966667,0,3,0,1,0,0,0,0,0,0,1,,0,15.94656667,1,0,3,7,0,30.63321667,0,1,17273,546.6139241,0.38347801,0.250312061,10,0.316455696,0.095238095,15,0.474683544,3,3, , ,12654,269.321519,12125,0.086021505,283,23,19,0,9.683544304,3202,3666,-464,5298,5598,-300,3581,3553,28,83,93,-10,144,152,-8
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,5,Blue,Support,Jactroll,Vitality,Tahm Kench,Lucian,Aatrox,Irelia,LeBlanc,Kha'zix,31.6,0,0,3,4,8,12,0,0,0,0,0,0,1,4.062066667,0,0.03164557,0.632911392,0,8.280966667,0,3,0,0,0,0,0,0,0,0,1,,0,15.94656667,1,0,3,7,0,30.63321667,0,1,2597,82.1835443,0.057656018,0.170958653,44,1.392405063,0.419047619,6,0.189873418,13,14, , ,9956,183.9417722,7550,0.012662446,66,0,0,0,2.088607595,2543,1998,545,4091,2990,1101,2371,2409,-38,16,0,16,29,1,28
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,6,Red,Top,Odoamne,Schalke 04,Kennen,Galio,Cassiopeia,Draven,Rakan,Alistar,31.6,1,5,3,3,12,8,1,0,0,0,0,0,0,4.062066667,0.158227848,0.094936709,0.632911392,0,8.280966667,3,0,0,0,0,0,0,0,0,0,0,,1,15.94656667,0,1,7,3,1,30.63321667,1,0,15080,477.2151899,0.267257421,0.246409877,15,0.474683544,0.133928571,3,0.094936709,5,6, , ,13436,294.0683544,10650,-0.129527991,246,4,0,0,7.911392405,3838,3117,721,5936,5182,754,5094,4165,929,83,76,7,137,129,8
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,7,Red,Jungle,Memento,Schalke 04,Olaf,Galio,Cassiopeia,Draven,Rakan,Alistar,31.6,1,5,1,2,12,8,0,0,0,0,1,0,0,4.062066667,0.158227848,0.03164557,0.632911392,1,8.280966667,3,0,2,0,0,0,1,1,0,0,0,,1,15.94656667,0,1,7,3,1,30.63321667,1,0,8614,272.5949367,0.152662827,0.201225081,12,0.379746835,0.107142857,13,0.411392405,8,8, , ,11732,240.1443038,9900,0.129032258,18,152,97,12,5.379746835,3756,3375,381,5385,4867,518,4004,4104,-100,68,60,8,93,87,6
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,8,Red,Middle,Abbedagge,Schalke 04,Lissandra,Galio,Cassiopeia,Draven,Rakan,Alistar,31.6,1,0,2,7,12,8,0,0,0,0,0,0,0,4.062066667,0,0.063291139,0.632911392,0,8.280966667,3,0,0,0,0,0,0,0,0,0,0,,1,15.94656667,0,1,7,3,1,30.63321667,1,0,9511,300.9810127,0.168560035,0.189106858,18,0.569620253,0.160714286,4,0.126582278,8,9, , ,11275,225.6822785,10975,-0.033594625,253,16,12,4,8.512658228,3198,3487,-289,5146,5549,-403,4568,4977,-409,88,91,-3,146,141,5
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,9,Red,ADC,Upset,Schalke 04,Ezreal,Galio,Cassiopeia,Draven,Rakan,Alistar,31.6,1,1,0,7,12,8,0,0,0,0,0,1,0,4.062066667,0.03164557,0.063291139,0.632911392,0,8.280966667,3,0,1,0,0,1,0,0,0,0,0,,1,15.94656667,0,1,7,3,1,30.63321667,1,0,20973,663.7025316,0.371696943,0.271070593,15,0.474683544,0.133928571,8,0.253164557,3,3, , ,14366,323.4987342,11125,-0.086021505,292,24,13,6,10,3666,3202,464,5598,5298,300,3553,3581,-28,93,83,10,152,144,8
980590,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/980590?gameHash=3693617638d986c7&tab=overview,LEC,2019-1,1/18/2019 15:35,1,1,9.01,10,Red,Support,IgNar,Schalke 04,Thresh,Galio,Cassiopeia,Draven,Rakan,Alistar,31.6,1,1,2,7,12,8,0,0,0,0,0,1,0,4.062066667,0.03164557,0,0.632911392,0,8.280966667,3,0,0,0,0,0,0,0,0,0,0,,1,15.94656667,0,1,7,3,1,30.63321667,1,0,2247,71.10759494,0.039822774,0.092187591,52,1.64556962,0.464285714,12,0.379746835,12,15, , ,7620,110.0177215,7455,-0.012662446,12,0,0,0,0.379746835,1998,2543,-545,2990,4091,-1101,2409,2371,38,0,16,-16,1,29,-28
